version_id,scenario_code,option_code,gene_code,weight
v2,D11_01,A,SAFE,2
v2,D11_01,B,FREE,2
v2,D11_01,C,BALN,2
v2,D11_01,D,COMM,2
v2,D11_02,A,SAFE,2
v2,D11_02,B,FREE,2
v2,D11_02,C,BALN,2
v2,D11_02,D,COMM,2
v2,D11_03,A,SAFE,2
v2,D11_03,B,FREE,2
v2,D11_03,C,BALN,2
v2,D11_03,D,COMM,2
v2,D11_04,A,SAFE,2
v2,D11_04,B,FREE,2
v2,D11_04,C,BALN,2
v2,D11_04,D,COMM,2
v2,D11_05,A,AMBT,2
v2,D11_05,B,LOVE,2
v2,D11_05,C,BALN,2
v2,D11_05,D,RECO,2
v2,D11_06,A,AMBT,2
v2,D11_06,B,LOVE,2
v2,D11_06,C,BALN,2
v2,D11_06,D,RECO,2
v2,D11_07,A,AMBT,2
v2,D11_07,B,LOVE,2
v2,D11_07,C,BALN,2
v2,D11_07,D,RECO,2
v2,D11_08,A,AMBT,2
v2,D11_08,B,LOVE,2
v2,D11_08,C,BALN,2
v2,D11_08,D,RECO,2
v2,D11_09,A,JUST,2
v2,D11_09,B,LOVE,2
v2,D11_09,C,BALN,2
v2,D11_09,D,LEARN,2
v2,D11_10,A,JUST,2
v2,D11_10,B,LOVE,2
v2,D11_10,C,BALN,2
v2,D11_10,D,LEARN,2
v2,D11_11,A,JUST,2
v2,D11_11,B,LOVE,2
v2,D11_11,C,BALN,2
v2,D11_11,D,LEARN,2
v2,D11_12,A,JUST,2
v2,D11_12,B,LOVE,2
v2,D11_12,C,BALN,2
v2,D11_12,D,LEARN,2
v2,D11_13,A,JUST,2
v2,D11_13,B,ACHV,2
v2,D11_13,C,BALN,2
v2,D11_13,D,COMM,2
v2,D11_14,A,JUST,2
v2,D11_14,B,ACHV,2
v2,D11_14,C,BALN,2
v2,D11_14,D,COMM,2
v2,D11_15,A,JUST,2
v2,D11_15,B,ACHV,2
v2,D11_15,C,BALN,2
v2,D11_15,D,COMM,2
v2,D11_16,A,JUST,2
v2,D11_16,B,ACHV,2
v2,D11_16,C,BALN,2
v2,D11_16,D,COMM,2
v2,D11_17,A,JUST,2
v2,D11_17,B,LOVE,2
v2,D11_17,C,BALN,2
v2,D11_17,D,FINC,2
v2,D11_18,A,JUST,2
v2,D11_18,B,LOVE,2
v2,D11_18,C,BALN,2
v2,D11_18,D,FINC,2
v2,D11_19,A,JUST,2
v2,D11_19,B,LOVE,2
v2,D11_19,C,BALN,2
v2,D11_19,D,FINC,2
v2,D11_20,A,JUST,2
v2,D11_20,B,LOVE,2
v2,D11_20,C,BALN,2
v2,D11_20,D,FINC,2
v2,D11_21,A,JUST,2
v2,D11_21,B,DIGN,2
v2,D11_21,C,BALN,2
v2,D11_21,D,COMM,2
v2,D11_22,A,JUST,2
v2,D11_22,B,DIGN,2
v2,D11_22,C,BALN,2
v2,D11_22,D,COMM,2
v2,D11_23,A,JUST,2
v2,D11_23,B,DIGN,2
v2,D11_23,C,BALN,2
v2,D11_23,D,COMM,2
v2,D11_24,A,JUST,2
v2,D11_24,B,DIGN,2
v2,D11_24,C,BALN,2
v2,D11_24,D,COMM,2
v2,D11_25,A,SPIR,2
v2,D11_25,B,FUN,2
v2,D11_25,C,BALN,2
v2,D11_25,D,HLTH,2
v2,D11_26,A,SPIR,2
v2,D11_26,B,FUN,2
v2,D11_26,C,BALN,2
v2,D11_26,D,HLTH,2
v2,D11_27,A,SPIR,2
v2,D11_27,B,FUN,2
v2,D11_27,C,BALN,2
v2,D11_27,D,HLTH,2
v2,D11_28,A,SPIR,2
v2,D11_28,B,FUN,2
v2,D11_28,C,BALN,2
v2,D11_28,D,HLTH,2
v2,D11_29,A,ARTS,2
v2,D11_29,B,ADVN,2
v2,D11_29,C,BALN,2
v2,D11_29,D,LEARN,2
v2,D11_30,A,ARTS,2
v2,D11_30,B,ADVN,2
v2,D11_30,C,BALN,2
v2,D11_30,D,LEARN,2
v2,D11_31,A,ARTS,2
v2,D11_31,B,ADVN,2
v2,D11_31,C,BALN,2
v2,D11_31,D,LEARN,2
v2,D11_32,A,ARTS,2
v2,D11_32,B,ADVN,2
v2,D11_32,C,BALN,2
v2,D11_32,D,LEARN,2
v2,D11_33,A,AMBT,2
v2,D11_33,B,ADVN,2
v2,D11_33,C,JOY,2
v2,D11_33,D,FRND,2
v2,D11_34,A,AMBT,2
v2,D11_34,B,ADVN,2
v2,D11_34,C,JOY,2
v2,D11_34,D,FRND,2
v2,D11_35,A,AMBT,2
v2,D11_35,B,ADVN,2
v2,D11_35,C,JOY,2
v2,D11_35,D,FRND,2
v2,D11_36,A,AMBT,2
v2,D11_36,B,ADVN,2
v2,D11_36,C,JOY,2
v2,D11_36,D,FRND,2
v2,D11_37,A,ACHV,2
v2,D11_37,B,SPIR,2
v2,D11_37,C,SAFE,2
v2,D11_37,D,HLTH,2
v2,D11_38,A,ACHV,2
v2,D11_38,B,SPIR,2
v2,D11_38,C,SAFE,2
v2,D11_38,D,HLTH,2
v2,D11_39,A,ACHV,2
v2,D11_39,B,SPIR,2
v2,D11_39,C,SAFE,2
v2,D11_39,D,HLTH,2
v2,D11_40,A,ACHV,2
v2,D11_40,B,SPIR,2
v2,D11_40,C,SAFE,2
v2,D11_40,D,HLTH,2
v2,D11_41,A,AMBT,2
v2,D11_41,B,SPIR,2
v2,D11_41,C,FRND,2
v2,D11_41,D,GRAT,2
v2,D11_42,A,AMBT,2
v2,D11_42,B,SPIR,2
v2,D11_42,C,FRND,2
v2,D11_42,D,GRAT,2
v2,D11_43,A,AMBT,2
v2,D11_43,B,SPIR,2
v2,D11_43,C,FRND,2
v2,D11_43,D,GRAT,2
v2,D11_44,A,AMBT,2
v2,D11_44,B,SPIR,2
v2,D11_44,C,FRND,2
v2,D11_44,D,GRAT,2
v2,D11_45,A,JOY,2
v2,D11_45,B,ACHV,2
v2,D11_45,C,BALN,2
v2,D11_45,D,COMM,2
v2,D11_46,A,JOY,2
v2,D11_46,B,ACHV,2
v2,D11_46,C,BALN,2
v2,D11_46,D,COMM,2
v2,D11_47,A,JOY,2
v2,D11_47,B,ACHV,2
v2,D11_47,C,BALN,2
v2,D11_47,D,COMM,2
v2,D11_48,A,JOY,2
v2,D11_48,B,ACHV,2
v2,D11_48,C,BALN,2
v2,D11_48,D,COMM,2
